text,sentiment,aspect
"My favorites: warm veal with goat cheese (just melts in your mouth), the gnocchi with crab meat, and for dessert - the beignets are unbelievable. ",2,gnocchi with crab meat
"My favorites: warm veal with goat cheese (just melts in your mouth), the gnocchi with crab meat, and for dessert - the beignets are unbelievable. ",1,dessert
Two of us could eat a full meal with two desserts and a salad for $40. ,2,meal
Two of us could eat a full meal with two desserts and a salad for $40. ,1,desserts
Two of us could eat a full meal with two desserts and a salad for $40. ,1,salad
Spend your time sitting on one of their couches enjoying a cocktail from the bar. ,2,cocktail
Spend your time sitting on one of their couches enjoying a cocktail from the bar. ,1,bar
"The food was delicious, and the menu provided ample choices which suited all of the eaters in our party from the most daring to the most conservative. ",2,food
"The food was delicious, and the menu provided ample choices which suited all of the eaters in our party from the most daring to the most conservative. ",1,menu
"The food was delicious, and the menu provided ample choices which suited all of the eaters in our party from the most daring to the most conservative. ",2,choices
nicely decorated with cool rock and roll photos and after dinner the nightlife tends to pick up. ,2,rock
nicely decorated with cool rock and roll photos and after dinner the nightlife tends to pick up. ,1,dinner
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses. ",1,mesclun
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses. ",1,salmon
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses. ",1,ice cream
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses. ",2,courses
"Brunch is what Friend of a Farmer is known for, however dinner is equally impressive. ",2,Brunch
"Brunch is what Friend of a Farmer is known for, however dinner is equally impressive. ",0,dinner
"In addition to Italian staples like pasta, chicken and veal parmigiana, house specials like chicken Giovanni (chicken breast with sausage, sauteed in white wine) and linguini Giovanni (shrimp and clams in red sauce) keep the menu interesting. ",1,veal parmigiana
"In addition to Italian staples like pasta, chicken and veal parmigiana, house specials like chicken Giovanni (chicken breast with sausage, sauteed in white wine) and linguini Giovanni (shrimp and clams in red sauce) keep the menu interesting. ",1,white wine
"In addition to Italian staples like pasta, chicken and veal parmigiana, house specials like chicken Giovanni (chicken breast with sausage, sauteed in white wine) and linguini Giovanni (shrimp and clams in red sauce) keep the menu interesting. ",1,linguini Giovanni
"In addition to Italian staples like pasta, chicken and veal parmigiana, house specials like chicken Giovanni (chicken breast with sausage, sauteed in white wine) and linguini Giovanni (shrimp and clams in red sauce) keep the menu interesting. ",2,menu interesting
"Even more impressive, when my vegetarian girlfriend started asking whether certain dishes were made with meat, the waiter offered to have a vegetable plate created for her -- and it was quite well done too. ",1,dishes
"Even more impressive, when my vegetarian girlfriend started asking whether certain dishes were made with meat, the waiter offered to have a vegetable plate created for her -- and it was quite well done too. ",1,waiter
"Even more impressive, when my vegetarian girlfriend started asking whether certain dishes were made with meat, the waiter offered to have a vegetable plate created for her -- and it was quite well done too. ",2,vegetable plate
Not ony did our waiter impose on the dessert we were trying to enjoy to take the money -- he didn't even ask us if we wanted change -- nor did he bring us back any!!! ,0,waiter
Not ony did our waiter impose on the dessert we were trying to enjoy to take the money -- he didn't even ask us if we wanted change -- nor did he bring us back any!!! ,1,dessert
Not ony did our waiter impose on the dessert we were trying to enjoy to take the money -- he didn't even ask us if we wanted change -- nor did he bring us back any!!! ,1,money
"After my friend and I were seated, we were greeted by a gorgeous waitress, who helped us make our way through the large selection of choices on the menu. ",2,waitress
"After my friend and I were seated, we were greeted by a gorgeous waitress, who helped us make our way through the large selection of choices on the menu. ",1,menu
"We were not rushed at all, and the manager comped drinks at the bar so that we would vacate our table for a birthday girl who had to wait. ",2,manager
"We were not rushed at all, and the manager comped drinks at the bar so that we would vacate our table for a birthday girl who had to wait. ",1,drinks
"We were not rushed at all, and the manager comped drinks at the bar so that we would vacate our table for a birthday girl who had to wait. ",1,bar
I expected there to be more options for tapas the food was mediocre but the service was pretty good. ,1,tapas
I expected there to be more options for tapas the food was mediocre but the service was pretty good. ,2,service
"We were able to get a table right away on Friday night, but we only saw our server twice and he failed to give us the specials, we overheard him tell the table right next to us after we had ordered and were already into our salads. ",0,server
"We were able to get a table right away on Friday night, but we only saw our server twice and he failed to give us the specials, we overheard him tell the table right next to us after we had ordered and were already into our salads. ",1,specials
"We were able to get a table right away on Friday night, but we only saw our server twice and he failed to give us the specials, we overheard him tell the table right next to us after we had ordered and were already into our salads. ",1,salads
"The oil is changed frequently, and the food never tastes TOO HEAVY. ",1,oil
"The oil is changed frequently, and the food never tastes TOO HEAVY. ",2,food
"We were hassled about seating by our waiter who seemed at the end of his pony-tail, so we opted for the bar, quaintly decorated with giant fly strips. ",0,waiter
"We were hassled about seating by our waiter who seemed at the end of his pony-tail, so we opted for the bar, quaintly decorated with giant fly strips. ",1,bar
"Pizza is supposed to have an extremely thin crust, and a sauce which is actually made of crushed tomatoes instead of tomato paste. ",2,crust
"Pizza is supposed to have an extremely thin crust, and a sauce which is actually made of crushed tomatoes instead of tomato paste. ",0,tomato paste
