id,sentiment,aspect,text
3304,positive,food,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
3608,conflict,food,"So, a little inconsistency there but either way, both pizzas were really good."
3203,positive,food,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious."
3499,negative,food,Not enough wines by the glass either.
694,positive,food,I had the duck breast special on my last visit and it was incredible.
271,positive,food,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.
844,positive,food,No gimmicks here -- the food speaks for itself in its freshness and preparation.
3709,positive,food,My wife had the fried shrimp which are huge and loved it.
386,positive,food,"Everything I had was good, and I'm a eater."
1704,negative,food,One should not go to Lucky Strike for the food.
3689,neutral,food,We could only get through an appetizer and cheese fondue.
2142,positive,food,"Try everything for that matter, it is all good."
2253,positive,food,Try the green curry!!!
3425,positive,food,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
2496,positive,food,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
124,positive,food,The food there are sastifying.
630,positive,food,I highly recommend visiting this restaurant and having dinner and drinks!
267,positive,food,The bar is very well stocked with interesting beers and well priced wines.
920,positive,food,The food was good.
2976,positive,food,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
304,positive,food,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.
3225,positive,food,I particularly love their yellowfun tuna and their mussel selection.
532,positive,food,Cheese plate is a varied delight and great bargain at $10.
1972,negative,food,I could have drank 4 glasses of water and still been parched - so watch out.
2558,positive,food,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).
2715,positive,food,"The steak is good, the fish is good and the sushi was surprisingly great."
2192,positive,food,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
2020,positive,food,We ended the dinner with a surprisingly light and flaky apple tarte tatin.
915,positive,food,The buffet had a nice selection.
2827,negative,food,"The food was below average, the service was pathetic, there was no ambience at all."
412,negative,food,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.
2154,positive,food,They are the best bagels I've had.
1964,neutral,food,"$160 for 2 filets, 2 sides, an appetizer and drinks."
3380,positive,food,"While the prices are nothing special, the portions are huge."
3185,positive,food,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time."
2848,positive,food,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
523,positive,food,The wine list is extensive and impressive.
2697,positive,food,The quail was fantastic and unique and the pastas were full of flavor.
1116,positive,food,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
2491,positive,food,"Aside from the rushed service, we were very impressed with the food and the drinks."
1045,positive,food,Make sure you have the Spicy Scallop roll.. .
2895,positive,food,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.
208,positive,food,The specials are usually quite good too.
1023,positive,food,They've the best desserts and mixed drinks as well as snack foods.
85,positive,food,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.
3417,negative,food,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
602,positive,food,The best burger I have had in the Village.
488,positive,food,I would have gotten some cole slaw and a knish if my stomach had more space.
3026,positive,food,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
552,positive,food,As always we had a great glass of wine while we waited.
2318,neutral,food,For dinner I had the chicken tikka-masala and some garlic naan.
3317,positive,food,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
1745,negative,food,"Also, because it is so thin, it gets cold very quickly and its not that filling."
3527,negative,food,The food is nothing like its menu description.
1387,positive,food,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.
3629,neutral,food,It's just O.K. pizza.
594,neutral,food,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
2871,positive,food,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
46,positive,food,The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.
656,positive,food,Thius is a must for anyone who loves Shabu-Shabu.
1301,negative,food,The food was absolutely horrible!
1559,conflict,food,Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.
3134,positive,food,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
2643,positive,food,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed."
